,ParticipantID,SizeNetwork,SessionCode,Grade,BirthMonth,BirthDay,BirthYear,Gender,RoundCode,NumberConnections,Action,ActionType,Time1,Time2,Time3,Time4,Convergence,id_in_session
0,uupa7hgi,6,emxl0g1y,2,10.0,29.0,2016.0,M,1,2,blue,not aplicable,1.81,0.0,0.0,0.0,yes,1
1,uupa7hgi,6,emxl0g1y,2,10.0,29.0,2016.0,M,2,3,green,not aplicable,1.759,5.483,0.0,0.0,yes,1
2,uupa7hgi,6,emxl0g1y,2,10.0,29.0,2016.0,M,3,3,purple,not aplicable,4.055,9.606,0.0,0.0,yes,1
3,uupa7hgi,6,emxl0g1y,2,10.0,29.0,2016.0,M,4,2,black,not aplicable,5.543,18.871,0.0,0.0,yes,1
4,uupa7hgi,6,emxl0g1y,2,10.0,29.0,2016.0,M,5,2,blue,not aplicable,6.824,12.818,0.0,0.0,yes,1
5,uupa7hgi,6,emxl0g1y,2,10.0,29.0,2016.0,M,6,3,cyan,not aplicable,0.0,4.209,1.257,0.0,yes,1
6,uupa7hgi,6,emxl0g1y,2,10.0,29.0,2016.0,M,7,3,teal,not aplicable,0.0,2.306,3.394,0.053,yes,1
7,uupa7hgi,6,emxl0g1y,2,10.0,29.0,2016.0,M,8,2,beige,not aplicable,4.162,3.353,5.561,5.909,yes,1
8,uupa7hgi,6,emxl0g1y,2,10.0,29.0,2016.0,M,9,2,red,not aplicable,0.0,2.589,12.515,0.0,yes,1
9,uupa7hgi,6,emxl0g1y,2,10.0,29.0,2016.0,M,10,2,green,not aplicable,0.0,4.121,0.0,0.0,yes,1
10,uupa7hgi,6,emxl0g1y,2,10.0,29.0,2016.0,M,11,2,yellow,not aplicable,0.0,0.058,0.0,0.0,yes,1
11,uupa7hgi,6,emxl0g1y,2,10.0,29.0,2016.0,M,12,3,black,not aplicable,0.063,1.998,0.0,0.0,yes,1
12,uupa7hgi,6,emxl0g1y,2,10.0,29.0,2016.0,M,13,3,blue,not aplicable,2.136,2.722,0.0,0.0,yes,1
13,uupa7hgi,6,emxl0g1y,2,10.0,29.0,2016.0,M,14,2,cyan,not aplicable,0.0,0.0,1.824,21.463,yes,1
14,uupa7hgi,6,emxl0g1y,2,10.0,29.0,2016.0,M,15,2,purple,not aplicable,3.977,5.395,8.876,9.671,no,1
15,uupa7hgi,6,emxl0g1y,2,10.0,29.0,2016.0,M,16,3,black,not aplicable,9.655,5.092,0.0,0.0,yes,1
16,uupa7hgi,6,emxl0g1y,2,10.0,29.0,2016.0,M,17,3,blue,not aplicable,10.455,15.495,0.0,0.0,no,1
17,grpzsbn0,6,emxl0g1y,2,12.0,8.0,2016.0,M,1,2,blue,not aplicable,0.053,2.382,0.0,0.0,yes,2
18,grpzsbn0,6,emxl0g1y,2,12.0,8.0,2016.0,M,2,3,green,not aplicable,3.65,2.15,0.0,0.0,yes,2
19,grpzsbn0,6,emxl0g1y,2,12.0,8.0,2016.0,M,3,3,purple,not aplicable,6.313,4.58,0.0,0.0,yes,2
20,grpzsbn0,6,emxl0g1y,2,12.0,8.0,2016.0,M,4,2,black,not aplicable,18.116,0.0,0.0,0.0,yes,2
21,grpzsbn0,6,emxl0g1y,2,12.0,8.0,2016.0,M,5,2,blue,not aplicable,18.702,0.0,0.0,0.0,yes,2
22,grpzsbn0,6,emxl0g1y,2,12.0,8.0,2016.0,M,6,3,cyan,not aplicable,0.0,0.0,1.62,0.0,yes,2
23,grpzsbn0,6,emxl0g1y,2,12.0,8.0,2016.0,M,7,3,teal,not aplicable,0.0,0.0,0.0,0.047,yes,2
24,grpzsbn0,6,emxl0g1y,2,12.0,8.0,2016.0,M,8,2,beige,not aplicable,0.0,0.648,2.358,15.987,yes,2
25,grpzsbn0,6,emxl0g1y,2,12.0,8.0,2016.0,M,9,2,red,not aplicable,0.0,15.098,0.0,0.0,yes,2
26,grpzsbn0,6,emxl0g1y,2,12.0,8.0,2016.0,M,10,2,green,not aplicable,0.0,0.053,0.0,0.0,yes,2
27,grpzsbn0,6,emxl0g1y,2,12.0,8.0,2016.0,M,11,2,yellow,not aplicable,0.0,2.29,0.0,0.0,yes,2
28,grpzsbn0,6,emxl0g1y,2,12.0,8.0,2016.0,M,12,3,black,not aplicable,1.76,0.0,0.0,0.0,yes,2
29,grpzsbn0,6,emxl0g1y,2,12.0,8.0,2016.0,M,13,3,blue,not aplicable,3.608,0.0,0.0,0.0,yes,2
30,grpzsbn0,6,emxl0g1y,2,12.0,8.0,2016.0,M,14,2,cyan,not aplicable,14.194,0.0,11.669,0.0,yes,2
31,grpzsbn0,6,emxl0g1y,2,12.0,8.0,2016.0,M,15,2,silver,not aplicable,0.0,0.0,25.712,0.0,no,2
32,grpzsbn0,6,emxl0g1y,2,12.0,8.0,2016.0,M,16,3,black,not aplicable,13.799,0.0,0.0,0.0,yes,2
33,grpzsbn0,6,emxl0g1y,2,12.0,8.0,2016.0,M,17,3,red,not aplicable,0.0,23.439,0.0,0.0,no,2
34,4ffu05la,6,emxl0g1y,2,1.0,29.0,2016.0,F,1,2,blue,not aplicable,1.588,0.0,0.0,0.0,yes,3
35,4ffu05la,6,emxl0g1y,2,1.0,29.0,2016.0,F,2,3,green,not aplicable,0.0,4.21,0.0,0.0,yes,3
36,4ffu05la,6,emxl0g1y,2,1.0,29.0,2016.0,F,3,3,purple,not aplicable,8.011,0.0,0.0,0.0,yes,3
37,4ffu05la,6,emxl0g1y,2,1.0,29.0,2016.0,F,4,2,black,not aplicable,0.633,20.86,0.0,0.0,yes,3
38,4ffu05la,6,emxl0g1y,2,1.0,29.0,2016.0,F,5,2,blue,not aplicable,8.803,9.151,0.0,0.0,yes,3
39,4ffu05la,6,emxl0g1y,2,1.0,29.0,2016.0,F,6,3,cyan,not aplicable,0.0,0.0,3.675,0.0,yes,3
40,4ffu05la,6,emxl0g1y,2,1.0,29.0,2016.0,F,7,3,teal,not aplicable,0.0,0.0,0.0,3.5,yes,3
41,4ffu05la,6,emxl0g1y,2,1.0,29.0,2016.0,F,8,2,beige,not aplicable,0.0,0.0,0.0,18.923,yes,3
42,4ffu05la,6,emxl0g1y,2,1.0,29.0,2016.0,F,9,2,red,not aplicable,0.0,4.541,0.0,0.0,yes,3
43,4ffu05la,6,emxl0g1y,2,1.0,29.0,2016.0,F,10,2,green,not aplicable,0.0,0.818,0.0,0.0,yes,3
44,4ffu05la,6,emxl0g1y,2,1.0,29.0,2016.0,F,11,2,yellow,not aplicable,0.0,1.156,0.0,0.0,yes,3
45,4ffu05la,6,emxl0g1y,2,1.0,29.0,2016.0,F,12,3,black,not aplicable,1.058,0.0,0.0,0.0,yes,3
46,4ffu05la,6,emxl0g1y,2,1.0,29.0,2016.0,F,13,3,blue,not aplicable,1.133,2.29,0.0,0.0,yes,3
47,4ffu05la,6,emxl0g1y,2,1.0,29.0,2016.0,F,14,2,cyan,not aplicable,0.0,0.0,24.914,0.0,yes,3
48,4ffu05la,6,emxl0g1y,2,1.0,29.0,2016.0,F,15,2,teal,not aplicable,0.0,0.0,1.495,23.401,no,3
49,4ffu05la,6,emxl0g1y,2,1.0,29.0,2016.0,F,16,3,black,not aplicable,1.516,0.0,9.573,0.0,yes,3
50,4ffu05la,6,emxl0g1y,2,1.0,29.0,2016.0,F,17,3,red,not aplicable,19.06,0.965,5.109,0.0,no,3
51,lr760p37,6,emxl0g1y,2,2.0,1.0,2016.0,F,1,2,blue,not aplicable,6.863,0.0,0.0,0.0,yes,4
52,lr760p37,6,emxl0g1y,2,2.0,1.0,2016.0,F,2,3,green,not aplicable,0.0,7.366,0.0,0.0,yes,4
53,lr760p37,6,emxl0g1y,2,2.0,1.0,2016.0,F,3,3,purple,not aplicable,4.628,8.101,0.0,0.0,yes,4
54,lr760p37,6,emxl0g1y,2,2.0,1.0,2016.0,F,4,2,black,not aplicable,21.326,2.506,0.0,0.0,yes,4
55,lr760p37,6,emxl0g1y,2,2.0,1.0,2016.0,F,5,2,blue,not aplicable,13.645,3.608,0.0,0.0,yes,4
56,lr760p37,6,emxl0g1y,2,2.0,1.0,2016.0,F,6,3,cyan,not aplicable,0.0,0.0,0.038,2.083,yes,4
57,lr760p37,6,emxl0g1y,2,2.0,1.0,2016.0,F,7,3,teal,not aplicable,0.0,0.0,0.0,5.918,yes,4
58,lr760p37,6,emxl0g1y,2,2.0,1.0,2016.0,F,8,2,beige,not aplicable,8.017,0.0,5.176,5.761,yes,4
59,lr760p37,6,emxl0g1y,2,2.0,1.0,2016.0,F,9,2,red,not aplicable,0.0,0.316,14.366,0.0,yes,4
60,lr760p37,6,emxl0g1y,2,2.0,1.0,2016.0,F,10,2,green,not aplicable,0.0,4.506,0.0,0.0,yes,4
61,lr760p37,6,emxl0g1y,2,2.0,1.0,2016.0,F,11,2,yellow,not aplicable,0.0,2.722,0.0,0.0,yes,4
62,lr760p37,6,emxl0g1y,2,2.0,1.0,2016.0,F,12,3,black,not aplicable,2.181,0.0,0.0,0.0,yes,4
63,lr760p37,6,emxl0g1y,2,2.0,1.0,2016.0,F,13,3,blue,not aplicable,5.344,0.0,0.0,0.0,yes,4
64,lr760p37,6,emxl0g1y,2,2.0,1.0,2016.0,F,14,2,cyan,not aplicable,10.475,0.0,3.735,9.984,yes,4
65,lr760p37,6,emxl0g1y,2,2.0,1.0,2016.0,F,15,2,teal,not aplicable,1.08,1.988,5.144,19.473,no,4
66,lr760p37,6,emxl0g1y,2,2.0,1.0,2016.0,F,16,3,black,not aplicable,4.467,8.762,1.017,0.0,yes,4
67,lr760p37,6,emxl0g1y,2,2.0,1.0,2016.0,F,17,3,blue,not aplicable,21.781,1.172,5.044,0.0,no,4
68,gls81jqj,6,emxl0g1y,2,1.0,21.0,2016.0,F,1,2,blue,not aplicable,3.169,0.0,0.0,0.0,yes,5
69,gls81jqj,6,emxl0g1y,2,1.0,21.0,2016.0,F,2,3,green,not aplicable,0.0,4.441,0.0,0.0,yes,5
70,gls81jqj,6,emxl0g1y,2,1.0,21.0,2016.0,F,3,3,purple,not aplicable,1.873,10.74,0.0,0.0,yes,5
71,gls81jqj,6,emxl0g1y,2,1.0,21.0,2016.0,F,4,2,black,not aplicable,11.109,7.261,0.0,0.0,yes,5
72,gls81jqj,6,emxl0g1y,2,1.0,21.0,2016.0,F,5,2,blue,not aplicable,18.155,0.0,0.0,0.0,yes,5
73,gls81jqj,6,emxl0g1y,2,1.0,21.0,2016.0,F,6,3,cyan,not aplicable,0.0,0.0,4.072,0.0,yes,5
74,gls81jqj,6,emxl0g1y,2,1.0,21.0,2016.0,F,7,3,teal,not aplicable,0.0,0.0,4.866,0.216,yes,5
75,gls81jqj,6,emxl0g1y,2,1.0,21.0,2016.0,F,8,2,beige,not aplicable,0.0,5.442,7.995,5.471,yes,5
76,gls81jqj,6,emxl0g1y,2,1.0,21.0,2016.0,F,9,2,red,not aplicable,0.0,12.608,2.104,0.0,yes,5
77,gls81jqj,6,emxl0g1y,2,1.0,21.0,2016.0,F,10,2,green,not aplicable,0.0,4.681,0.0,0.0,yes,5
78,gls81jqj,6,emxl0g1y,2,1.0,21.0,2016.0,F,11,2,yellow,not aplicable,0.0,2.036,0.0,0.0,yes,5
79,gls81jqj,6,emxl0g1y,2,1.0,21.0,2016.0,F,12,3,black,not aplicable,1.322,0.0,0.0,0.0,yes,5
80,gls81jqj,6,emxl0g1y,2,1.0,21.0,2016.0,F,13,3,blue,not aplicable,0.069,0.0,0.0,0.0,yes,5
81,gls81jqj,6,emxl0g1y,2,1.0,21.0,2016.0,F,14,2,cyan,not aplicable,0.0,0.0,23.087,2.653,yes,5
82,gls81jqj,6,emxl0g1y,2,1.0,21.0,2016.0,F,15,2,silver,not aplicable,3.199,4.795,14.937,4.363,no,5
83,gls81jqj,6,emxl0g1y,2,1.0,21.0,2016.0,F,16,3,black,not aplicable,4.906,9.209,0.0,0.0,yes,5
84,gls81jqj,6,emxl0g1y,2,1.0,21.0,2016.0,F,17,3,blue,not aplicable,27.017,0.0,0.0,0.0,no,5
85,q0cuufh4,6,emxl0g1y,2,7.0,26.0,2016.0,M,1,2,blue,not aplicable,5.713,0.0,0.0,0.0,yes,6
86,q0cuufh4,6,emxl0g1y,2,7.0,26.0,2016.0,M,2,3,green,not aplicable,7.235,0.075,0.0,0.0,yes,6
87,q0cuufh4,6,emxl0g1y,2,7.0,26.0,2016.0,M,3,3,purple,not aplicable,6.762,6.297,0.0,0.0,yes,6
88,q0cuufh4,6,emxl0g1y,2,7.0,26.0,2016.0,M,4,2,black,not aplicable,16.142,8.143,0.0,0.0,yes,6
89,q0cuufh4,6,emxl0g1y,2,7.0,26.0,2016.0,M,5,2,blue,not aplicable,7.525,10.029,0.0,0.0,yes,6
90,q0cuufh4,6,emxl0g1y,2,7.0,26.0,2016.0,M,6,3,cyan,not aplicable,0.0,0.0,5.006,0.0,yes,6
91,q0cuufh4,6,emxl0g1y,2,7.0,26.0,2016.0,M,7,3,teal,not aplicable,0.0,0.0,5.241,0.929,yes,6
92,q0cuufh4,6,emxl0g1y,2,7.0,26.0,2016.0,M,8,2,beige,not aplicable,5.004,0.0,4.216,8.433,yes,6
93,q0cuufh4,6,emxl0g1y,2,7.0,26.0,2016.0,M,9,2,red,not aplicable,0.0,15.487,0.0,0.0,yes,6
94,q0cuufh4,6,emxl0g1y,2,7.0,26.0,2016.0,M,10,2,green,not aplicable,2.521,2.422,0.0,0.0,yes,6
95,q0cuufh4,6,emxl0g1y,2,7.0,26.0,2016.0,M,11,2,yellow,not aplicable,0.0,3.239,0.0,0.0,yes,6
96,q0cuufh4,6,emxl0g1y,2,7.0,26.0,2016.0,M,12,3,black,not aplicable,2.684,0.0,0.0,0.0,yes,6
97,q0cuufh4,6,emxl0g1y,2,7.0,26.0,2016.0,M,13,3,blue,not aplicable,3.655,2.352,0.0,0.0,yes,6
98,q0cuufh4,6,emxl0g1y,2,7.0,26.0,2016.0,M,14,2,cyan,not aplicable,14.03,0.0,12.897,0.0,yes,6
99,q0cuufh4,6,emxl0g1y,2,7.0,26.0,2016.0,M,15,2,silver,not aplicable,0.0,0.0,15.812,11.383,no,6
100,q0cuufh4,6,emxl0g1y,2,7.0,26.0,2016.0,M,16,3,black,not aplicable,2.902,8.634,0.0,0.0,yes,6
101,q0cuufh4,6,emxl0g1y,2,7.0,26.0,2016.0,M,17,3,blue,not aplicable,22.847,3.17,0.0,0.0,no,6
102,sssfnqxi,6,8uz9cuas,2,11.0,14.0,2016.0,F,1,2,blue,not aplicable,3.992,10.153,0.0,0.0,yes,1
103,sssfnqxi,6,8uz9cuas,2,11.0,14.0,2016.0,F,2,3,green,not aplicable,0.0,9.294,0.0,0.0,yes,1
104,sssfnqxi,6,8uz9cuas,2,11.0,14.0,2016.0,F,3,3,purple,not aplicable,7.605,0.0,0.0,0.0,yes,1
105,sssfnqxi,6,8uz9cuas,2,11.0,14.0,2016.0,F,4,2,magenta,not aplicable,0.0,14.76,0.0,0.0,yes,1
106,sssfnqxi,6,8uz9cuas,2,11.0,14.0,2016.0,F,5,2,red,not aplicable,0.0,4.573,0.0,0.0,yes,1
107,sssfnqxi,6,8uz9cuas,2,11.0,14.0,2016.0,F,6,3,cyan,not aplicable,0.0,0.0,5.551,0.0,yes,1
108,sssfnqxi,6,8uz9cuas,2,11.0,14.0,2016.0,F,7,3,teal,not aplicable,0.0,0.0,0.0,6.964,yes,1
109,sssfnqxi,6,8uz9cuas,2,11.0,14.0,2016.0,F,8,2,magenta,not aplicable,0.0,5.78,0.0,0.0,yes,1
110,sssfnqxi,6,8uz9cuas,2,11.0,14.0,2016.0,F,9,2,indigo,not aplicable,0.0,0.0,0.0,6.084,yes,1
111,sssfnqxi,6,8uz9cuas,2,11.0,14.0,2016.0,F,10,2,green,not aplicable,0.0,4.04,0.0,0.0,yes,1
112,sssfnqxi,6,8uz9cuas,2,11.0,14.0,2016.0,F,11,2,purple,not aplicable,3.725,0.0,0.0,0.0,yes,1
113,sssfnqxi,6,8uz9cuas,2,11.0,14.0,2016.0,F,12,3,magenta,not aplicable,0.0,3.309,0.0,0.0,yes,1
114,sssfnqxi,6,8uz9cuas,2,11.0,14.0,2016.0,F,13,3,red,not aplicable,0.0,2.576,0.0,0.0,yes,1
115,sssfnqxi,6,8uz9cuas,2,11.0,14.0,2016.0,F,14,2,cyan,not aplicable,0.0,0.0,2.907,16.761,yes,1
116,sssfnqxi,6,8uz9cuas,2,11.0,14.0,2016.0,F,15,2,purple,not aplicable,9.401,0.0,0.0,0.0,yes,1
117,sssfnqxi,6,8uz9cuas,2,11.0,14.0,2016.0,F,16,3,magenta,not aplicable,0.0,1.99,0.0,0.0,yes,1
118,sssfnqxi,6,8uz9cuas,2,11.0,14.0,2016.0,F,17,3,red,not aplicable,0.0,4.773,0.0,0.0,yes,1
119,73miqkxo,6,8uz9cuas,2,3.0,27.0,2016.0,M,1,2,blue,not aplicable,12.086,0.0,0.0,0.0,yes,2
120,73miqkxo,6,8uz9cuas,2,3.0,27.0,2016.0,M,2,3,green,not aplicable,0.0,6.898,0.0,0.0,yes,2
121,73miqkxo,6,8uz9cuas,2,3.0,27.0,2016.0,M,3,3,purple,not aplicable,5.249,0.0,0.0,0.0,yes,2
122,73miqkxo,6,8uz9cuas,2,3.0,27.0,2016.0,M,4,2,magenta,not aplicable,0.0,7.738,0.0,0.0,yes,2
123,73miqkxo,6,8uz9cuas,2,3.0,27.0,2016.0,M,5,2,red,not aplicable,1.819,0.047,0.0,0.0,yes,2
124,73miqkxo,6,8uz9cuas,2,3.0,27.0,2016.0,M,6,3,cyan,not aplicable,0.0,0.0,3.961,0.0,yes,2
125,73miqkxo,6,8uz9cuas,2,3.0,27.0,2016.0,M,7,3,teal,not aplicable,0.0,0.0,0.0,0.069,yes,2
126,73miqkxo,6,8uz9cuas,2,3.0,27.0,2016.0,M,8,2,magenta,not aplicable,0.0,4.109,0.0,0.0,yes,2
127,73miqkxo,6,8uz9cuas,2,3.0,27.0,2016.0,M,9,2,indigo,not aplicable,0.0,0.0,0.0,4.177,yes,2
128,73miqkxo,6,8uz9cuas,2,3.0,27.0,2016.0,M,10,2,green,not aplicable,0.0,2.005,0.0,0.0,yes,2
129,73miqkxo,6,8uz9cuas,2,3.0,27.0,2016.0,M,11,2,purple,not aplicable,0.053,0.0,0.0,0.0,yes,2
130,73miqkxo,6,8uz9cuas,2,3.0,27.0,2016.0,M,12,3,magenta,not aplicable,0.0,1.959,0.0,0.0,yes,2
131,73miqkxo,6,8uz9cuas,2,3.0,27.0,2016.0,M,13,3,red,not aplicable,2.206,0.332,0.0,0.0,yes,2
132,73miqkxo,6,8uz9cuas,2,3.0,27.0,2016.0,M,14,2,cyan,not aplicable,0.0,0.0,19.195,0.0,yes,2
133,73miqkxo,6,8uz9cuas,2,3.0,27.0,2016.0,M,15,2,purple,not aplicable,0.1,0.0,0.0,0.0,yes,2
134,73miqkxo,6,8uz9cuas,2,3.0,27.0,2016.0,M,16,3,magenta,not aplicable,0.0,0.069,0.0,0.0,yes,2
135,73miqkxo,6,8uz9cuas,2,3.0,27.0,2016.0,M,17,3,red,not aplicable,0.0,4.225,0.0,0.0,yes,2
136,w9wkio73,6,8uz9cuas,2,3.0,22.0,2016.0,M,1,2,blue,not aplicable,13.227,0.0,0.0,0.0,yes,3
137,w9wkio73,6,8uz9cuas,2,3.0,22.0,2016.0,M,2,3,green,not aplicable,0.0,6.198,0.0,0.0,yes,3
138,w9wkio73,6,8uz9cuas,2,3.0,22.0,2016.0,M,3,3,purple,not aplicable,3.475,0.0,0.0,0.0,yes,3
139,w9wkio73,6,8uz9cuas,2,3.0,22.0,2016.0,M,4,2,magenta,not aplicable,3.092,5.516,0.0,0.0,yes,3
140,w9wkio73,6,8uz9cuas,2,3.0,22.0,2016.0,M,5,2,red,not aplicable,0.0,1.988,0.0,0.0,yes,3
141,w9wkio73,6,8uz9cuas,2,3.0,22.0,2016.0,M,6,3,cyan,not aplicable,0.0,0.0,3.972,0.0,yes,3
142,w9wkio73,6,8uz9cuas,2,3.0,22.0,2016.0,M,7,3,teal,not aplicable,0.0,0.0,0.0,4.966,yes,3
143,w9wkio73,6,8uz9cuas,2,3.0,22.0,2016.0,M,8,2,magenta,not aplicable,2.019,0.084,0.0,0.0,yes,3
144,w9wkio73,6,8uz9cuas,2,3.0,22.0,2016.0,M,9,2,indigo,not aplicable,0.0,0.0,0.0,4.225,yes,3
145,w9wkio73,6,8uz9cuas,2,3.0,22.0,2016.0,M,10,2,green,not aplicable,0.0,3.423,0.0,0.0,yes,3
146,w9wkio73,6,8uz9cuas,2,3.0,22.0,2016.0,M,11,2,purple,not aplicable,1.967,1.002,0.0,0.0,yes,3
147,w9wkio73,6,8uz9cuas,2,3.0,22.0,2016.0,M,12,3,magenta,not aplicable,2.592,0.1,0.0,0.0,yes,3
148,w9wkio73,6,8uz9cuas,2,3.0,22.0,2016.0,M,13,3,red,not aplicable,4.867,0.047,0.0,0.0,yes,3
149,w9wkio73,6,8uz9cuas,2,3.0,22.0,2016.0,M,14,2,cyan,not aplicable,0.0,1.726,16.388,1.635,yes,3
150,w9wkio73,6,8uz9cuas,2,3.0,22.0,2016.0,M,15,2,purple,not aplicable,7.344,0.0,0.0,1.757,yes,3
151,w9wkio73,6,8uz9cuas,2,3.0,22.0,2016.0,M,16,3,magenta,not aplicable,0.0,1.288,0.0,0.0,yes,3
152,w9wkio73,6,8uz9cuas,2,3.0,22.0,2016.0,M,17,3,red,not aplicable,0.0,4.125,0.0,0.0,yes,3
153,cb6yi0z3,6,8uz9cuas,2,12.0,30.0,2016.0,F,1,2,blue,not aplicable,9.019,0.0,0.0,0.0,yes,4
154,cb6yi0z3,6,8uz9cuas,2,12.0,30.0,2016.0,F,2,3,green,not aplicable,0.0,0.073,0.0,0.0,yes,4
155,cb6yi0z3,6,8uz9cuas,2,12.0,30.0,2016.0,F,3,3,purple,not aplicable,0.1,0.0,0.0,0.0,yes,4
156,cb6yi0z3,6,8uz9cuas,2,12.0,30.0,2016.0,F,4,2,magenta,not aplicable,0.0,0.063,0.0,0.0,yes,4
157,cb6yi0z3,6,8uz9cuas,2,12.0,30.0,2016.0,F,5,2,red,not aplicable,0.0,0.338,0.0,0.0,yes,4
158,cb6yi0z3,6,8uz9cuas,2,12.0,30.0,2016.0,F,6,3,cyan,not aplicable,0.0,0.0,0.138,0.0,yes,4
159,cb6yi0z3,6,8uz9cuas,2,12.0,30.0,2016.0,F,7,3,teal,not aplicable,0.0,0.0,0.0,3.155,yes,4
160,cb6yi0z3,6,8uz9cuas,2,12.0,30.0,2016.0,F,8,2,magenta,not aplicable,0.0,2.388,0.0,0.0,yes,4
161,cb6yi0z3,6,8uz9cuas,2,12.0,30.0,2016.0,F,9,2,indigo,not aplicable,0.0,0.0,0.0,0.085,yes,4
162,cb6yi0z3,6,8uz9cuas,2,12.0,30.0,2016.0,F,10,2,green,not aplicable,0.0,0.052,0.0,0.0,yes,4
163,cb6yi0z3,6,8uz9cuas,2,12.0,30.0,2016.0,F,11,2,purple,not aplicable,0.57,0.0,0.0,0.0,yes,4
164,cb6yi0z3,6,8uz9cuas,2,12.0,30.0,2016.0,F,12,3,magenta,not aplicable,0.0,0.711,0.0,0.0,yes,4
165,cb6yi0z3,6,8uz9cuas,2,12.0,30.0,2016.0,F,13,3,red,not aplicable,0.0,1.975,0.0,0.0,yes,4
166,cb6yi0z3,6,8uz9cuas,2,12.0,30.0,2016.0,F,14,2,cyan,not aplicable,0.0,0.0,0.047,15.734,yes,4
167,cb6yi0z3,6,8uz9cuas,2,12.0,30.0,2016.0,F,15,2,purple,not aplicable,0.117,0.0,0.0,5.531,yes,4
168,cb6yi0z3,6,8uz9cuas,2,12.0,30.0,2016.0,F,16,3,magenta,not aplicable,0.0,0.316,0.0,0.0,yes,4
169,cb6yi0z3,6,8uz9cuas,2,12.0,30.0,2016.0,F,17,3,red,not aplicable,0.0,2.532,0.0,0.0,yes,4
170,9lp8has6,6,8uz9cuas,2,4.0,30.0,2016.0,F,1,2,blue,not aplicable,0.03,10.42,0.0,0.0,yes,5
171,9lp8has6,6,8uz9cuas,2,4.0,30.0,2016.0,F,2,3,green,not aplicable,0.0,8.275,0.0,0.0,yes,5
172,9lp8has6,6,8uz9cuas,2,4.0,30.0,2016.0,F,3,3,purple,not aplicable,5.928,0.0,0.0,0.0,yes,5
173,9lp8has6,6,8uz9cuas,2,4.0,30.0,2016.0,F,4,2,magenta,not aplicable,3.975,4.211,0.0,0.0,yes,5
174,9lp8has6,6,8uz9cuas,2,4.0,30.0,2016.0,F,5,2,red,not aplicable,0.0,2.729,0.0,0.0,yes,5
175,9lp8has6,6,8uz9cuas,2,4.0,30.0,2016.0,F,6,3,cyan,not aplicable,0.0,0.0,2.707,0.0,yes,5
176,9lp8has6,6,8uz9cuas,2,4.0,30.0,2016.0,F,7,3,teal,not aplicable,2.509,0.0,0.0,3.497,yes,5
177,9lp8has6,6,8uz9cuas,2,4.0,30.0,2016.0,F,8,2,magenta,not aplicable,0.0,4.429,0.0,0.0,yes,5
178,9lp8has6,6,8uz9cuas,2,4.0,30.0,2016.0,F,9,2,indigo,not aplicable,0.0,0.0,0.0,1.218,yes,5
179,9lp8has6,6,8uz9cuas,2,4.0,30.0,2016.0,F,10,2,green,not aplicable,0.0,2.309,0.0,0.0,yes,5
180,9lp8has6,6,8uz9cuas,2,4.0,30.0,2016.0,F,11,2,purple,not aplicable,2.891,0.0,0.0,0.0,yes,5
181,9lp8has6,6,8uz9cuas,2,4.0,30.0,2016.0,F,12,3,magenta,not aplicable,0.0,2.623,0.0,0.0,yes,5
182,9lp8has6,6,8uz9cuas,2,4.0,30.0,2016.0,F,13,3,red,not aplicable,0.0,4.898,0.0,0.0,yes,5
183,9lp8has6,6,8uz9cuas,2,4.0,30.0,2016.0,F,14,2,cyan,not aplicable,0.0,0.0,2.985,15.918,yes,5
184,9lp8has6,6,8uz9cuas,2,4.0,30.0,2016.0,F,15,2,purple,not aplicable,8.916,0.0,0.0,0.0,yes,5
185,9lp8has6,6,8uz9cuas,2,4.0,30.0,2016.0,F,16,3,magenta,not aplicable,0.0,1.05,0.0,0.0,yes,5
186,9lp8has6,6,8uz9cuas,2,4.0,30.0,2016.0,F,17,3,red,not aplicable,0.0,0.053,0.0,3.755,yes,5
187,t5845qv3,6,8uz9cuas,2,1.0,5.0,2016.0,F,1,2,blue,not aplicable,8.416,0.0,0.0,0.0,yes,6
188,t5845qv3,6,8uz9cuas,2,1.0,5.0,2016.0,F,2,3,green,not aplicable,0.0,8.09,0.0,0.0,yes,6
189,t5845qv3,6,8uz9cuas,2,1.0,5.0,2016.0,F,3,3,purple,not aplicable,4.664,0.0,0.0,0.0,yes,6
190,t5845qv3,6,8uz9cuas,2,1.0,5.0,2016.0,F,4,2,magenta,not aplicable,0.0,8.539,0.0,0.0,yes,6
191,t5845qv3,6,8uz9cuas,2,1.0,5.0,2016.0,F,5,2,red,not aplicable,0.0,2.838,0.0,0.0,yes,6
192,t5845qv3,6,8uz9cuas,2,1.0,5.0,2016.0,F,6,3,cyan,not aplicable,0.0,0.0,2.153,0.0,yes,6
193,t5845qv3,6,8uz9cuas,2,1.0,5.0,2016.0,F,7,3,teal,not aplicable,0.0,0.0,0.0,5.245,yes,6
194,t5845qv3,6,8uz9cuas,2,1.0,5.0,2016.0,F,8,2,magenta,not aplicable,0.0,2.172,0.0,0.0,yes,6
195,t5845qv3,6,8uz9cuas,2,1.0,5.0,2016.0,F,9,2,indigo,not aplicable,0.0,0.0,0.0,2.467,yes,6
196,t5845qv3,6,8uz9cuas,2,1.0,5.0,2016.0,F,10,2,green,not aplicable,0.0,2.375,0.0,0.0,yes,6
